Ticker,LSTM_RMSE,XGB_RMSE,ARIMA_RMSE
AAPL,4.84931498540109,0.20721235572473065,3.2050075178892583
MSFT,8.290715708602534,0.3543627757798043,5.630866349013521
GOOG,4.056945513346261,0.17916946054967278,2.793835998513307
TCS.NS,63.02084533720233,2.388302515999164,47.207262382920774
TATAMOTORS.NS,22.51048835606224,1.3325394802397441,14.069508030738783
NBCC.NS,4.9650639815806645,0.16850594911460726,2.607153255069655
