Ticker,LSTM_RMSE,RF_RMSE,XGB_RMSE
AAPL,0.060333210619973786,0.009697912766358396,0.0015331772605635687
MSFT,0.044816356619482085,0.009458751761812398,0.0014371619012948041
GOOG,0.05648771752108265,0.009415314608035841,0.0014793621460325516
TCS.NS,0.05490478649271355,0.012649448171718161,0.0015595452262186502
TATAMOTORS.NS,0.027610665090628168,0.007747688363468383,0.0017035616952678634
NBCC.NS,0.03543238008956209,0.009630436889009062,0.0015454882078626885
