Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,NBCC.NS,TATAMOTORS.NS,TCS.NS,AAPL,GOOG,MSFT,NBCC.NS,TATAMOTORS.NS,TCS.NS,AAPL,GOOG,MSFT,NBCC.NS,TATAMOTORS.NS,TCS.NS,AAPL,GOOG,MSFT,NBCC.NS,TATAMOTORS.NS,TCS.NS,AAPL,GOOG,MSFT,NBCC.NS,TATAMOTORS.NS,TCS.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02,,,,26.858646392822266,392.3625183105469,3104.458740234375,,,,27.09047220441579,393.55512172015256,3109.598948486211,,,,25.633282471555678,388.5859913954032,3079.4722945886674,,,,25.831990851499715,390.076730492828,3104.0304476439264,,,,15334185.0,10501357.0,709547.0
2023-01-03,123.63253021240234,89.27714538574219,235.24000549316406,27.222944259643555,391.4681091308594,3151.957275390625,129.39551842727084,91.11843044134119,241.29823402669174,27.388533315552046,395.89064757028257,3160.190812111221,122.74287269172645,88.60035064579858,233.09948844422817,26.626821005339973,390.57367167377566,3089.086565316487,128.78264911213327,89.4065374171645,238.67660292589414,26.825529388449027,393.55515008349914,3095.464012345087,112117500.0,20738500.0,25740000.0,10440742.0,9431220.0,1245178.0
2023-01-04,124.90770721435547,88.29180908203125,224.9498748779297,26.49435043334961,383.2193603515625,3155.098388671875,127.18127564102066,90.8098811314599,228.6515707937887,27.355416969297803,392.36254251565157,3167.1872568621334,123.64241984503863,87.38610288413852,221.86675636636124,26.295642042352462,382.6230586099734,3128.0178831148005,125.43161455867813,90.58096963247291,228.07226219993836,26.991119515818813,392.36254251565157,3147.5311104158313,89113600.0,27046500.0,50623400.0,9469585.0,16121049.0,1231668.0
2023-01-05,123.5831069946289,86.36094665527344,218.28286743164062,26.36187744140625,384.5113220214844,3151.718994140625,126.30150047855705,87.7941606559298,223.42795059014287,26.726174876050457,386.3499064201208,3176.6578003737573,123.32610067708713,86.15193754574908,217.74282764687024,25.93134514320322,380.1384931336237,3123.972001404942,125.66885678017948,87.65482124958022,223.0842848228225,26.62682068568866,385.50514814732395,3169.899468706498,80962700.0,23136100.0,39585600.0,6385383.0,10443908.0,1826057.0
2023-01-06,128.13021850585938,87.74440002441406,220.85537719726562,25.567049026489258,379.6415710449219,3056.96044921875,128.79251610668766,88.05293619340168,221.67034351319057,26.394996233794927,386.00205203324447,3142.628253315429,123.45458659001618,85.16660584644079,215.37647229662053,25.467694831005954,378.64774494271,3045.966367881918,124.56171667837158,86.94816834476,218.9603464131228,26.394996233794927,383.7162641298235,3141.152816878228,87754700.0,26612600.0,43613600.0,6857113.0,8715469.0,2488376.0
2023-01-09,128.6541290283203,88.38138580322266,223.00572204589844,25.898225784301758,387.04559326171875,3160.142822265625,131.87667022454877,90.40181484744842,227.05109853622983,26.096934164779064,390.2755281408372,3166.8535141520965,128.39712274020837,88.1624217030434,222.30859206839725,25.43457605489397,382.6230549109517,3066.098553606248,128.9704583829939,88.7745203696875,222.34786087714497,25.765754162324736,383.96472623426484,3073.5707836480674,70790800.0,22996700.0,27369800.0,5601412.0,14693099.0,2885060.0
2023-01-10,129.2274627685547,88.81930541992188,224.7043914794922,25.633283615112305,410.35076904296875,3128.20751953125,129.7513700565325,89.05319819764858,227.11982022415233,25.931346198325578,415.1708314403048,3139.2492411092294,126.64745995571087,86.29127849832223,223.21192206293,25.434577121327095,397.5304190930507,3074.6177320419133,128.76286346285156,86.31118846725929,223.6341254274707,25.89822687017501,397.5304190930507,3126.875002135785,63896200.0,22855600.0,27033900.0,3116824.0,54021379.0,3864655.0
2023-01-11,131.9557647705078,91.8250732421875,231.49905395507812,25.898225784301758,415.61810302734375,3168.471923828125,131.9755240444425,92.01417238726286,231.67578608133306,25.99757997454041,417.4069779440085,3188.2707557123163,128.9605906771462,89.31694868624322,226.92346579858452,25.633282540347718,410.99678722248734,3113.6920648436417,129.74150433319187,89.635439849633,227.10019792483945,25.73263673058637,413.1832168576703,3131.730086497584,69458900.0,25998800.0,28669300.0,3989130.0,22224361.0,2720512.0
2023-01-12,131.8766632080078,91.47672271728516,234.1894073486328,25.633283615112305,409.704833984375,3173.849853515625,132.71688473025435,92.18337473330077,235.55422702400872,26.09693525898386,417.9038997948567,3188.7464416981793,129.92930408672314,90.14303577928821,229.32907915113603,25.567048748858447,407.5184043032462,3155.9547523799724,132.34126249583184,91.9644106394932,230.99828080713587,25.931346198325578,417.7051224314205,3168.757284899474,71379600.0,22754200.0,27269500.0,8259048.0,12479034.0,2250391.0
2023-01-13,133.2111358642578,92.36253356933594,234.89637756347656,26.13005256652832,408.9594421386719,3212.11474609375,133.369300530634,92.54168533315664,235.03384088361543,26.32876095438217,413.7795048129438,3216.350497104034,130.14677464113623,90.50134622261136,230.66445501236748,25.600166058949572,405.4810507717573,3145.912516403916,130.51251723414498,91.0965267592125,232.7067778989866,25.699520252876496,410.45018129592097,3181.988091942097,57809700.0,18630700.0,21333300.0,10022995.0,10449630.0,1742837.0
2023-01-16,,,,26.163169860839844,410.4501647949219,3237.850341796875,,,,26.328760814848348,412.3384282523586,3256.2535166083794,,,,26.030700129670834,405.0835101104096,3202.8890752898956,,,,26.063817562463086,410.9470778273612,3221.2922501014,,,,4678594.0,11462140.0,1843607.0
2023-01-17,134.37759399414062,91.72554779052734,235.99606323242188,25.666400909423828,412.7359619140625,3280.920166015625,135.7120688975574,92.53172690097314,236.54591642939235,26.06381768489212,416.86036443959017,3284.222205291749,132.5883994032112,90.41176317583279,232.79510857775296,25.07027953626865,409.95326100135577,3225.176470014365,133.28035102906594,92.34262015914376,233.65917216292138,25.964463491025047,410.4501740449938,3233.9167856512604,63646600.0,22935800.0,29831300.0,9037234.0,12337969.0,1688475.0
2023-01-18,133.65597534179688,91.34733581542969,231.53831481933594,25.633283615112305,405.87860107421875,3292.18603515625,137.01689153014115,93.14681132961738,237.9893068890098,26.06381782585693,413.3820068425015,3310.589210558887,133.47803632197883,90.96912991895344,231.25357474268407,25.467694554454024,404.9344844118197,3274.9481879220248,135.24747146776636,92.5018710679812,237.19398238340665,25.666401048239234,413.33229733658504,3282.4745719257003,69672800.0,19641600.0,30028700.0,9665346.0,13310316.0,2421189.0
2023-01-19,133.71531677246094,93.46729278564453,227.72857666015625,25.401456832885742,398.2757873535156,3275.773681640625,134.68404919653628,93.95498069972525,231.25355513177712,25.831991027354217,405.28224883592935,3289.272520381482,132.23255659782018,90.94921334224942,226.50122043278324,25.23586777848748,397.62980649039076,3264.0227165639685,132.53899128723262,90.95916832637336,229.54506986961863,25.500811023534126,403.9902871096796,3282.474496276767,58280400.0,28707700.0,28623000.0,5309964.0,13126520.0,1585044.0
2023-01-20,136.28538513183594,98.81198120117188,235.86842346191406,25.169631958007812,400.6609802246094,3266.06201171875,136.4336701555814,98.95132061724973,236.3790078733517,25.73263779598779,409.9532601880379,3296.7014858868847,132.67734247187641,95.45787263688962,230.2618533398891,25.07027965867926,398.723037555765,3258.7784149251365,133.72515693933153,95.49767738997299,230.60551909385947,25.40145777982171,401.50573846295106,3267.907094734632,80223600.0,53704800.0,35389800.0,6321051.0,23906114.0,1529349.0
2023-01-23,139.48818969726562,100.73287963867188,238.1856689453125,24.805334091186523,405.87860107421875,3316.367431640625,141.67279627654958,100.92198637945205,240.72874754062073,25.368339919689483,408.412876000924,3320.349226341079,136.3150763566329,98.2844773668706,235.30873805800567,24.70598179353036,402.4995981677796,3258.7786452655687,136.5325490508029,98.66268325500256,236.7324833169044,25.368339919689483,404.4872505044106,3290.2436907995248,81760300.0,31791800.0,31934000.0,4756276.0,13113183.0,1067916.0
