Date,Close,High,Low,Open,Volume
2023-01-02,26.858646392822266,27.09047220441579,25.633282471555678,25.831990851499715,15334185
2023-01-03,27.222944259643555,27.388533315552046,26.626821005339973,26.825529388449027,10440742
2023-01-04,26.49435043334961,27.355416969297803,26.295642042352462,26.991119515818813,9469585
2023-01-05,26.36187744140625,26.726174876050457,25.93134514320322,26.62682068568866,6385383
2023-01-06,25.567049026489258,26.394996233794927,25.467694831005954,26.394996233794927,6857113
2023-01-09,25.898225784301758,26.096934164779064,25.43457605489397,25.765754162324736,5601412
2023-01-10,25.633283615112305,25.931346198325578,25.434577121327095,25.89822687017501,3116824
2023-01-11,25.898225784301758,25.99757997454041,25.633282540347718,25.73263673058637,3989130
2023-01-12,25.633283615112305,26.09693525898386,25.567048748858447,25.931346198325578,8259048
2023-01-13,26.13005256652832,26.32876095438217,25.600166058949572,25.699520252876496,10022995
2023-01-16,26.163169860839844,26.328760814848348,26.030700129670834,26.063817562463086,4678594
2023-01-17,25.666400909423828,26.06381768489212,25.07027953626865,25.964463491025047,9037234
2023-01-18,25.633283615112305,26.06381782585693,25.467694554454024,25.666401048239234,9665346
2023-01-19,25.401456832885742,25.831991027354217,25.23586777848748,25.500811023534126,5309964
2023-01-20,25.169631958007812,25.73263779598779,25.07027965867926,25.40145777982171,6321051
2023-01-23,24.805334091186523,25.368339919689483,24.70598179353036,25.368339919689483,4756276
2023-01-24,25.20275115966797,25.798872532742358,24.904688578107145,25.00404277196075,13552852
2023-01-25,24.573511123657227,25.202751841727654,24.441039493275227,25.202751841727654,6624796
2023-01-27,23.646207809448242,24.80533504872749,23.315027786072594,24.573511116890586,8137930
2023-01-30,23.745561599731445,24.242330678784505,23.281909953942286,23.513735776836867,6544629
2023-01-31,24.24233055114746,24.507273805911,23.712444041620383,23.844915669002155,7801549
2023-02-01,23.745561599731445,25.037162342283587,23.315027387206182,24.507273934942983,9223854
2023-02-02,22.851377487182617,24.176093759322374,22.42084327746947,23.745561444632862,8750950
2023-02-03,23.11631965637207,23.348145466868942,22.288370603886598,23.050084793386418,10683105
2023-02-06,23.11631965637207,23.44749965637097,22.950730603884395,23.24879127736692,5210152
2023-02-07,22.785140991210938,23.38126426812264,22.718906124345004,23.18255587747752,5958219
2023-02-08,23.24879264831543,23.381264277121947,22.818258433426514,22.917612628787314,4283307
2023-02-09,23.11631965637207,23.44749965637097,22.98384803537722,23.38126289836177,4449952
2023-02-10,23.11631965637207,23.579971277365818,22.98384803537722,23.083202224879244,4325653
2023-02-13,23.050085067749023,23.281908985981726,22.88449411826679,23.248791554094705,3181590
2023-02-14,22.983848571777344,23.14943762812956,22.718905323604364,23.14943762812956,3160189
2023-02-15,22.81825828552246,23.414381558799636,22.685786657574603,22.983849241725014,5485360
2023-02-16,22.851377487182617,23.11632074161057,22.71890585996864,22.884494920230203,2376669
2023-02-17,22.52019691467285,22.983848545966687,22.387725290735126,22.785140162548302,3792577
2023-02-20,22.12278175354004,22.752022432770982,21.957192699539334,22.652668242361134,3937248
2023-02-21,22.056547164916992,22.321488517606866,21.990310405476833,22.22213622098201,3019972
2023-02-22,21.5928955078125,22.056547138262548,21.526658748452384,21.92407361954232,3391411
2023-02-23,22.056547164916992,22.122782029333564,21.39418715060975,21.59289553390664,4087663
2023-02-24,21.857839584350586,22.3546086658131,21.692248627180643,22.189017708643156,3343576
2023-02-27,22.023427963256836,22.453962164513694,21.725367281635624,22.38772540469587,8647558
2023-02-28,22.056547164916992,22.189016893750136,21.924073646036675,22.02342783768512,3088909
2023-03-01,22.42084312438965,22.52019731787769,21.990310812639624,22.089665006127667,3628803
2023-03-02,23.977386474609375,24.441038102066702,22.48707929637389,22.520196728328393,25076928
2023-03-03,23.579971313476562,24.209211987921613,23.51373455536593,24.176092661354524,6078094
2023-03-06,23.712444305419922,23.81179660579381,23.579972676564413,23.6793249769383,3525610
2023-03-08,24.0105037689209,24.374801203402768,23.911149578603375,24.3085644448499,11394012
2023-03-09,24.54039192199707,25.103395836807444,23.977386112163156,24.043622870094488,14818759
2023-03-10,24.937807083129883,25.533930331555915,24.606627079554627,24.805333565680925,21686170
2023-03-13,24.142976760864258,25.30210399360751,23.944270263978265,25.004043300766682,9048178
2023-03-14,23.54685401916504,24.242329560750438,23.381263070435157,24.14297537051722,6440349
2023-03-15,23.745561599731445,24.63974556302222,23.646207404916105,24.573510696494424,11993130
2023-03-16,23.215675354003906,23.646207676449393,23.016966962091423,23.513736046848962,5273430
2023-03-17,23.315027236938477,23.745561446688903,23.18255560971303,23.44750075918756,5506935
2023-03-20,22.652667999267578,23.281908671745924,22.55331570494748,23.18255448240228,6766578
2023-03-21,22.453962326049805,22.91761206801572,22.387725565755467,22.785140442450658,4735009
2023-03-22,22.553316116333008,22.785140035665385,22.354607734021165,22.520196789265313,6530830
2023-03-23,22.42084312438965,22.983848957472812,22.3546082587467,22.71890570485378,7905978
2023-03-24,21.725366592407227,22.685785366619786,21.559777540651307,22.553315641233883,7758040
2023-03-27,21.195478439331055,22.023427496891514,20.996771954132566,21.890955875084668,8007883
2023-03-28,20.59935760498047,21.261715730614956,20.500003412379392,21.195478970539707,10085763
2023-03-29,23.348146438598633,24.374802017793122,20.79806431202435,20.79806431202435,43782847
2023-03-31,23.48061752319336,23.944269152783185,22.917611702259485,23.315026572612087,15010779
2023-04-03,23.61309051513672,23.91115121141933,23.38126468690638,23.48061888400848,6032257
2023-04-05,24.47415542602539,25.00404191505352,24.142975422871025,24.507272857833758,27575293
2023-04-06,24.970924377441406,25.169630862473237,24.010503698879624,24.3748011322988,12370321
2023-04-10,24.705982208251953,25.103397090618543,24.606628013904395,24.970925463163013,4946698
2023-04-11,25.13651466369629,25.699520504785056,24.308565566221155,24.705982345824353,20990170
2023-04-12,25.169631958007812,25.434577107954865,24.83845383686537,24.937808031217557,7661313
2023-04-13,25.268985748291016,25.56704832658135,24.970925065024286,25.037161825207786,5262561
2023-04-17,25.666400909423828,26.394995804417523,24.97092534240158,25.202751163083537,20130867
2023-04-18,25.335222244262695,25.765754548382947,25.103396428573486,25.699519683913795,5103768
2023-04-19,25.235868453979492,25.798872391017724,25.070279395148887,25.335222647287303,8328676
2023-04-20,25.83199119567871,26.096934442451758,25.533930516814927,25.699519572292186,14134516
2023-04-21,25.235868453979492,25.83199171880274,25.103396827910284,25.83199171880274,6024222
2023-04-24,25.169631958007812,25.434577107954865,25.037162225569745,25.235868719250487,8530155
2023-04-25,25.666400909423828,26.06381768489212,25.13651440216428,25.235868596031352,9562726
2023-04-26,25.732637405395508,26.361878100043363,25.53393091473091,25.633283212551405,9373891
2023-04-27,25.666400909423828,25.964463491025047,25.6001660435282,25.732637670343088,4153545
2023-04-28,26.03070068359375,26.626822066634006,25.699520663552985,25.699520663552985,10394623
2023-05-02,26.527469635009766,26.891765191723028,26.1631702882492,26.1631702882492,15644386
2023-05-03,26.858646392822266,27.454769637630818,26.262523148013717,26.394994769635222,19676644
2023-05-04,27.454771041870117,27.752831732007635,26.693058704830992,26.924884528281794,20381466
2023-05-05,27.057355880737305,27.91842240404866,26.891764925661978,27.62035982192725,13813881
2023-05-08,27.587242126464844,28.481426074274808,27.12359048870278,27.256062114488568,35919451
2023-05-09,26.759292602539062,27.951539109964095,26.659938411083047,27.686595862763774,10520214
2023-05-10,27.090473175048828,27.256062234252763,25.93134597057404,26.858647355149145,13467993
2023-05-11,27.454771041870117,27.752831732007635,26.924884528281794,27.222945218419312,12069357
2023-05-12,27.355417251586914,27.819068905349045,27.222945621229687,27.620360512301367,9448746
2023-05-15,27.222944259643555,27.421652642752612,26.659938437516953,27.355415883375066,7116745
2023-05-16,27.620359420776367,28.24960011386224,27.189827112885446,27.22294454541007,22132935
2023-05-17,27.421653747558594,28.315837717528442,27.32229955200113,27.719714439207323,12358411
2023-05-18,27.12359046936035,27.885302790841337,26.92488397833518,27.653476972125624,8114338
2023-05-19,26.891765594482422,27.289180485504705,26.527470032313087,27.289180485504705,7084971
2023-05-22,26.626821517944336,26.99111896397513,26.49434989166256,26.95800153116059,4038837
2023-05-23,26.65993881225586,26.958001391109086,26.560586514328392,26.726175572564447,4521937
2023-05-24,28.680133819580078,28.779486115431585,26.428114336521627,26.527468527396707,59075245
2023-05-25,28.282716751098633,29.07754837450478,28.017775403327988,28.812605131710583,17954737
2023-05-26,27.752830505371094,28.48142537686398,27.68659564161187,28.348953754321965,8678551
2023-05-29,27.91842269897461,28.249600822576515,27.4216536185481,27.98465756568553,10499389
2023-05-30,28.216482162475586,29.276255143964622,28.050893107873815,28.746368653220102,38208063
2023-05-31,28.050893783569336,28.3158370353236,27.752831204078074,28.249600274873224,8564841
2023-06-01,28.6138973236084,28.812605707184623,28.05089339518174,28.05089339518174,16831465
2023-06-02,28.978195190429688,29.607435887660472,28.547662879702777,28.812606131692203,33083815
2023-06-05,28.315837860107422,29.34249346431553,28.183366230371654,29.143785072200046,11803050
2023-06-06,28.08401107788086,28.51454528112752,27.75283106730832,28.44830852100357,10869132
2023-06-07,28.183364868164062,28.64701460231748,28.050893244831144,28.08401067690848,11344987
2023-06-08,27.55412483215332,28.481426217310812,27.355416444964902,28.282717830122394,12102918
2023-06-09,27.521007537841797,28.117128912360773,27.421653343747423,27.686596597983332,7390641
2023-06-12,27.71971321105957,28.117128080657928,27.38853320554915,27.52100672377218,10680018
2023-06-13,27.686595916748047,28.11712822053214,27.554124292889586,27.88530240502394,7871617
2023-06-14,27.521007537841797,27.951539852219238,27.38853401570021,27.78594889705407,5310160
2023-06-15,27.18982696533203,27.91842184706145,27.09047277327373,27.52100697385184,8622319
2023-06-16,27.2891788482666,27.58724141991855,27.15670722587359,27.38853303881725,5065015
2023-06-19,27.256061553955078,27.62035899112995,27.024237634865226,27.388533177016523,6942667
2023-06-20,27.222944259643555,27.487887507106574,26.924883580003556,27.256061691820538,7169569
2023-06-21,27.057355880737305,27.785948881978943,26.924884253691225,27.32229913482947,12528415
2023-06-22,26.792409896850586,27.222944092603928,26.65993827393192,27.05735503771149,5827189
2023-06-23,26.29564094543457,26.85864676642502,26.19628864910412,26.79241000718114,6152473
2023-06-26,26.29564094543457,26.36187770467845,25.86510864293188,26.29564094543457,6100998
2023-06-27,26.229406356811523,26.593703798921656,26.13005216441356,26.428114741607452,4412409
2023-06-28,25.467693328857422,26.46123143504178,25.30210238114433,26.361877245418633,17284786
2023-06-30,26.229406356811523,26.361877981667607,25.50081147259126,25.567048232531103,14523754
2023-07-03,26.03070068359375,26.593704633137026,25.931346488079157,26.49435043762243,15550140
2023-07-04,26.626821517944336,26.95800153116059,25.765754999600972,26.063817580002688,16443058
2023-07-05,26.858646392822266,27.09047220441579,26.626820581228742,26.72617477120076,8637810
2023-07-06,26.72617530822754,27.388533429644266,26.626821116259134,26.924883692164354,10870609
2023-07-07,26.593704223632812,27.024238432558576,26.229406775704717,26.726175850604516,7569474
2023-07-10,27.222944259643555,27.95153913767865,26.494349381608462,26.56058614098601,23051683
2023-07-11,27.454771041870117,27.620360103610555,27.189827785075956,27.322299413473036,9324154
2023-07-12,26.9580020904541,27.951540255692024,26.825530461423956,27.62036023560483,18751497
2023-07-13,26.9580020904541,27.35541697754454,26.626822070366906,27.090473719484248,11745109
2023-07-14,27.256061553955078,27.554124127111013,26.99111830783218,27.057355066874695,13214821
2023-07-17,27.521007537841797,27.587242403888958,27.09047332844072,27.32229914965305,9879742
2023-07-18,27.587242126464844,27.71971375225063,27.388533740274354,27.587242126464844,8735053
2023-07-19,27.521007537841797,28.050894046313612,27.38853401570021,27.554124970865377,14235339
2023-07-20,27.355417251586914,27.719714708825208,27.256063055063073,27.554125644634595,7546129
2023-07-21,27.421653747558594,27.819068634764786,27.32229955200113,27.45477118106986,8189467
2023-07-24,27.71971321105957,28.117128080657928,27.421652532616697,27.454769964660667,14879670
2023-07-25,28.315837860107422,28.978196008786256,27.75283201246266,27.885303642198426,30518185
2023-07-26,28.315837860107422,28.812606945372465,27.75283201246266,28.183366230371654,22508554
2023-07-27,28.38207244873047,28.978195724198883,28.117129191860876,28.48142664381248,16544188
2023-07-28,28.647014617919922,29.044431383158702,28.44830813032411,28.481425562419485,20975938
2023-07-31,30.567855834960938,30.799681648425345,28.647014463412162,28.779486086102743,67618972
2023-08-01,30.104204177856445,30.766562290645417,29.673671878299505,30.766562290645417,22238860
2023-08-02,29.309375762939453,30.965272067024195,28.71325248706138,29.80614484366724,27396061
2023-08-03,29.044431686401367,30.0048523873832,28.713251676919175,29.21002074363066,16432258
2023-08-04,31.428922653198242,31.85945495761463,29.243138013788187,29.243138013788187,76671700
2023-08-07,31.859455108642578,32.38934160736652,30.799682111194702,31.693866051547246,40919418
2023-08-08,31.95880699157715,32.88611024734624,31.296450771782496,31.991928213609317,33465598
2023-08-09,32.3231086730957,32.687408031506365,31.561396311929453,32.09128284230185,21876988
